experiment_id,participant_id,is_choice_trial,is_attention_check,rt,response,correct_key,correct,trial_number,block_index,old_trial,memorability_bin,encoding_trial,delay,old_side,old_value,left_is_old,right_is_old,repeat_source_was_chosen,old_chosen,left_image_name,left_image_path,left_memorability,left_value,right_image_name,right_image_path,right_memorability,right_value,chosen_side,chosen_image_name,chosen_image_path,chosen_value,reward,response_key,choice_missed,optimal_old_choice,optimal_choice,final_bonus,enc_type,shared_value,chosen_mem_bin,ret_type,left_mem_bin,right_mem_bin,left_is_high,h_value,l_value,delay_h,delay_l,source_hh_trial_number,source_ll_trial_number,hh_source_chosen,ll_source_chosen,value1_source_trial_number,value0_source_trial_number,delay_value1,delay_value0,left_is_value1,value1_source_chosen,value0_source_chosen,is_recognition_trial,recognition_correct,is_value_test_trial,old_image_name,old_image_path,value_test_response,value_test_missed,value_test_correct
exp3-prereg-092226,53987712fdf99b68e3a45021,True,,757.0,j,,,1.0,1.0,0.0,high,,,,,,,,,sickle_01b.jpg,../../stimuli/images/sickle_01b.jpg,,0.0,sofa_bed_05s.jpg,../../stimuli/images/sofa_bed_05s.jpg,,0.0,left,sickle_01b.jpg,,0.0,0.0,,False,,,2.0,HH,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exp3-prereg-092226,53987712fdf99b68e3a45021,True,,1226.0,j,,,2.0,1.0,0.0,high,,,,,,,,,inhaler_04s.jpg,../../stimuli/images/inhaler_04s.jpg,,1.0,chive_03s.jpg,../../stimuli/images/chive_03s.jpg,,1.0,left,inhaler_04s.jpg,,1.0,1.0,,False,,,2.0,HH,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exp3-prereg-092226,53987712fdf99b68e3a45021,True,,1587.0,k,,,3.0,1.0,0.0,low,,,,,,,,,icemaker_01b.jpg,../../stimuli/images/icemaker_01b.jpg,,0.0,duck_03s.jpg,../../stimuli/images/duck_03s.jpg,,0.0,right,duck_03s.jpg,,0.0,0.0,,False,,,2.0,LL,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exp3-prereg-092226,53987712fdf99b68e3a45021,True,,1958.0,j,,,4.0,1.0,0.0,low,,,,,,,,,bandage_09s.jpg,../../stimuli/images/bandage_09s.jpg,,1.0,eyedropper_05s.jpg,../../stimuli/images/eyedropper_05s.jpg,,1.0,left,bandage_09s.jpg,,1.0,1.0,,False,,,2.0,LL,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exp3-prereg-092226,53987712fdf99b68e3a45021,True,,1371.0,k,,,5.0,1.0,0.0,high,,,,,,,,,visor_08s.jpg,../../stimuli/images/visor_08s.jpg,,0.0,microwave_08s.jpg,../../stimuli/images/microwave_08s.jpg,,0.0,right,microwave_08s.jpg,,0.0,0.0,,False,,,2.0,HH,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exp3-prereg-092226,53987712fdf99b68e3a45021,True,,1778.0,j,,,6.0,1.0,0.0,high,,,,,,,,,baton2_09s.jpg,../../stimuli/images/baton2_09s.jpg,,1.0,dumbbell_12s.jpg,../../stimuli/images/dumbbell_12s.jpg,,1.0,left,baton2_09s.jpg,,1.0,1.0,,False,,,2.0,HH,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exp3-prereg-092226,53987712fdf99b68e3a45021,True,,1157.0,k,,,7.0,1.0,0.0,high,,,,,,,,,margarita_11s.jpg,../../stimuli/images/margarita_11s.jpg,,1.0,revolver_09s.jpg,../../stimuli/images/revolver_09s.jpg,,1.0,right,revolver_09s.jpg,,1.0,1.0,,False,,,2.0,HH,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exp3-prereg-092226,53987712fdf99b68e3a45021,True,,965.0,j,,,8.0,1.0,0.0,low,,,,,,,,,weed_10s.jpg,../../stimuli/images/weed_10s.jpg,,1.0,cleaver_08s.jpg,../../stimuli/images/cleaver_08s.jpg,,1.0,left,weed_10s.jpg,,1.0,1.0,,False,,,2.0,LL,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exp3-prereg-092226,53987712fdf99b68e3a45021,True,,842.0,k,,,9.0,1.0,1.0,high,,,,,,,,,sickle_01b.jpg,../../stimuli/images/sickle_01b.jpg,,0.0,inhaler_04s.jpg,../../stimuli/images/inhaler_04s.jpg,,1.0,right,inhaler_04s.jpg,,1.0,1.0,,False,1.0,1.0,2.0,,,,,,,,,,,,,,,,2.0,1.0,7.0,8.0,False,True,True,,,,,,,,
exp3-prereg-092226,53987712fdf99b68e3a45021,True,,1079.0,j,,,10.0,1.0,0.0,high,,,,,,,,,hot_tub_03s.jpg,../../stimuli/images/hot_tub_03s.jpg,,0.0,doll_03s.jpg,../../stimuli/images/doll_03s.jpg,,0.0,left,hot_tub_03s.jpg,,0.0,0.0,,False,,,2.0,HH,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
