experiment_id,participant_id,is_choice_trial,is_attention_check,rt,response,correct_key,correct,trial_number,block_index,old_trial,memorability_bin,encoding_trial,delay,old_side,old_value,left_is_old,right_is_old,repeat_source_was_chosen,old_chosen,left_image_name,left_image_path,left_memorability,left_value,right_image_name,right_image_path,right_memorability,right_value,chosen_side,chosen_image_name,chosen_image_path,chosen_value,reward,response_key,choice_missed,optimal_old_choice,optimal_choice,final_bonus,enc_type,shared_value,chosen_mem_bin,ret_type,left_mem_bin,right_mem_bin,left_is_high,h_value,l_value,delay_h,delay_l,source_hh_trial_number,source_ll_trial_number,hh_source_chosen,ll_source_chosen,value1_source_trial_number,value0_source_trial_number,delay_value1,delay_value0,left_is_value1,value1_source_chosen,value0_source_chosen
episodic_choice_v3,69d5271e859ef91ce4b3147b,True,,1345.0,j,,,1.0,1.0,0.0,low,,,,,False,False,,,crystal_ball_08s.jpg,../../stimuli/images/crystal_ball_08s.jpg,0.55,0.0,grape_06s.jpg,../../stimuli/images/grape_06s.jpg,0.625,0.0,left,crystal_ball_08s.jpg,../../stimuli/images/crystal_ball_08s.jpg,0.0,0.0,j,False,,,1.8,,,,,,,,,,,,,,,,,,,,,,
episodic_choice_v3,69d5271e859ef91ce4b3147b,True,,918.0,k,,,2.0,1.0,0.0,mid,,,,,False,False,,,milkshake_07s.jpg,../../stimuli/images/milkshake_07s.jpg,0.794872,0.0,corn_17s.jpg,../../stimuli/images/corn_17s.jpg,0.794872,0.0,right,corn_17s.jpg,../../stimuli/images/corn_17s.jpg,0.0,0.0,k,False,,,1.8,,,,,,,,,,,,,,,,,,,,,,
episodic_choice_v3,69d5271e859ef91ce4b3147b,True,,895.0,k,,,3.0,1.0,0.0,high,,,,,False,False,,,notepad_03s.jpg,../../stimuli/images/notepad_03s.jpg,0.975,1.0,walker1_11s.jpg,../../stimuli/images/walker1_11s.jpg,0.952381,1.0,right,walker1_11s.jpg,../../stimuli/images/walker1_11s.jpg,1.0,1.0,k,False,,,1.8,,,,,,,,,,,,,,,,,,,,,,
episodic_choice_v3,69d5271e859ef91ce4b3147b,True,,790.0,j,,,4.0,1.0,0.0,mid,,,,,False,False,,,exhaust_pipe_06s.jpg,../../stimuli/images/exhaust_pipe_06s.jpg,0.794872,0.0,wagon_06s.jpg,../../stimuli/images/wagon_06s.jpg,0.795455,0.0,left,exhaust_pipe_06s.jpg,../../stimuli/images/exhaust_pipe_06s.jpg,0.0,0.0,j,False,,,1.8,,,,,,,,,,,,,,,,,,,,,,
episodic_choice_v3,69d5271e859ef91ce4b3147b,True,,1046.0,j,,,5.0,1.0,0.0,high,,,,,False,False,,,plaster_cast_02s.jpg,../../stimuli/images/plaster_cast_02s.jpg,1.0,0.0,cello_11s.jpg,../../stimuli/images/cello_11s.jpg,0.926829,0.0,left,plaster_cast_02s.jpg,../../stimuli/images/plaster_cast_02s.jpg,0.0,0.0,j,False,,,1.8,,,,,,,,,,,,,,,,,,,,,,
episodic_choice_v3,69d5271e859ef91ce4b3147b,True,,1550.0,k,,,6.0,1.0,0.0,low,,,,,False,False,,,poppy_04s.jpg,../../stimuli/images/poppy_04s.jpg,0.487179,0.0,okra_02n.jpg,../../stimuli/images/okra_02n.jpg,0.410256,0.0,right,okra_02n.jpg,../../stimuli/images/okra_02n.jpg,0.0,0.0,k,False,,,1.8,,,,,,,,,,,,,,,,,,,,,,
episodic_choice_v3,69d5271e859ef91ce4b3147b,True,,1263.0,k,,,7.0,1.0,0.0,high,,,,,False,False,,,cornucopia_11s.jpg,../../stimuli/images/cornucopia_11s.jpg,0.925,0.0,abacus_12s.jpg,../../stimuli/images/abacus_12s.jpg,0.926829,0.0,right,abacus_12s.jpg,../../stimuli/images/abacus_12s.jpg,0.0,0.0,k,False,,,1.8,,,,,,,,,,,,,,,,,,,,,,
episodic_choice_v3,69d5271e859ef91ce4b3147b,True,,1466.0,j,,,8.0,1.0,0.0,mid,,,,,False,False,,,coffeemaker_12s.jpg,../../stimuli/images/coffeemaker_12s.jpg,0.804878,0.0,submarine_12s.jpg,../../stimuli/images/submarine_12s.jpg,0.795455,0.0,left,coffeemaker_12s.jpg,../../stimuli/images/coffeemaker_12s.jpg,0.0,0.0,j,False,,,1.8,,,,,,,,,,,,,,,,,,,,,,
episodic_choice_v3,69d5271e859ef91ce4b3147b,True,,1458.0,k,,,9.0,1.0,1.0,low,1.0,8.0,left,0.0,True,False,True,0.0,crystal_ball_08s.jpg,../../stimuli/images/crystal_ball_08s.jpg,0.55,0.0,fondue_14s.jpg,../../stimuli/images/fondue_14s.jpg,0.526316,0.0,right,fondue_14s.jpg,../../stimuli/images/fondue_14s.jpg,0.0,0.0,k,False,1.0,1.0,1.8,,,,,,,,,,,,,,,,,,,,,,
episodic_choice_v3,69d5271e859ef91ce4b3147b,True,,1988.0,k,,,10.0,1.0,0.0,low,,,,,False,False,,,champagne_05s.jpg,../../stimuli/images/champagne_05s.jpg,0.55,0.0,album_09s.jpg,../../stimuli/images/album_09s.jpg,0.45,0.0,right,album_09s.jpg,../../stimuli/images/album_09s.jpg,0.0,0.0,k,False,,,1.8,,,,,,,,,,,,,,,,,,,,,,
