experiment_id,participant_id,is_choice_trial,is_attention_check,rt,response,correct_key,correct,trial_number,block_index,old_trial,memorability_bin,encoding_trial,delay,old_side,old_value,left_is_old,right_is_old,repeat_source_was_chosen,old_chosen,left_image_name,left_image_path,left_memorability,left_value,right_image_name,right_image_path,right_memorability,right_value,chosen_side,chosen_image_name,chosen_image_path,chosen_value,reward,response_key,choice_missed,optimal_old_choice,optimal_choice,final_bonus,enc_type,shared_value,chosen_mem_bin,ret_type,left_mem_bin,right_mem_bin,left_is_high,h_value,l_value,delay_h,delay_l,source_hh_trial_number,source_ll_trial_number,hh_source_chosen,ll_source_chosen,value1_source_trial_number,value0_source_trial_number,delay_value1,delay_value0,left_is_value1,value1_source_chosen,value0_source_chosen
graded_value_6-3-26,56ad40ce5ea7aa000cbe1947,True,,1641.0,j,,,1.0,1.0,0.0,high,,,,,False,False,,,tapestry_04s.jpg,../../stimuli/images/tapestry_04s.jpg,0.923077,0.8,cape_07s.jpg,../../stimuli/images/cape_07s.jpg,1.0,0.8,left,tapestry_04s.jpg,../../stimuli/images/tapestry_04s.jpg,0.8,0.8,j,False,,,1.28,,,,,,,,,,,,,,,,,,,,,,
graded_value_6-3-26,56ad40ce5ea7aa000cbe1947,True,,,,,,2.0,1.0,0.0,mid,,,,,False,False,,,roadsweeper_10s.jpg,../../stimuli/images/roadsweeper_10s.jpg,0.795455,0.4,soda_11s.jpg,../../stimuli/images/soda_11s.jpg,0.8,0.4,,,,,0.4,,True,,,1.28,,,,,,,,,,,,,,,,,,,,,,
graded_value_6-3-26,56ad40ce5ea7aa000cbe1947,True,,463.0,j,,,3.0,1.0,0.0,low,,,,,False,False,,,mattress_07s.jpg,../../stimuli/images/mattress_07s.jpg,0.578947,0.8,top_hat_04s.jpg,../../stimuli/images/top_hat_04s.jpg,0.6,0.8,left,mattress_07s.jpg,../../stimuli/images/mattress_07s.jpg,0.8,0.8,j,False,,,1.28,,,,,,,,,,,,,,,,,,,,,,
graded_value_6-3-26,56ad40ce5ea7aa000cbe1947,True,,536.0,k,,,4.0,1.0,0.0,high,,,,,False,False,,,stained_glass_11s.jpg,../../stimuli/images/stained_glass_11s.jpg,0.925,1.0,loincloth_01b.jpg,../../stimuli/images/loincloth_01b.jpg,1.0,1.0,right,loincloth_01b.jpg,../../stimuli/images/loincloth_01b.jpg,1.0,1.0,k,False,,,1.28,,,,,,,,,,,,,,,,,,,,,,
graded_value_6-3-26,56ad40ce5ea7aa000cbe1947,True,,399.0,j,,,5.0,1.0,0.0,mid,,,,,False,False,,,lavender_09s.jpg,../../stimuli/images/lavender_09s.jpg,0.795455,0.6,crepe_16s.jpg,../../stimuli/images/crepe_16s.jpg,0.794872,0.6,left,lavender_09s.jpg,../../stimuli/images/lavender_09s.jpg,0.6,0.6,j,False,,,1.28,,,,,,,,,,,,,,,,,,,,,,
graded_value_6-3-26,56ad40ce5ea7aa000cbe1947,True,,1028.0,j,,,6.0,1.0,0.0,low,,,,,False,False,,,food_processor_12s.jpg,../../stimuli/images/food_processor_12s.jpg,0.585366,1.0,gurney_09s.jpg,../../stimuli/images/gurney_09s.jpg,0.585366,1.0,left,food_processor_12s.jpg,../../stimuli/images/food_processor_12s.jpg,1.0,1.0,j,False,,,1.28,,,,,,,,,,,,,,,,,,,,,,
graded_value_6-3-26,56ad40ce5ea7aa000cbe1947,True,,849.0,j,,,7.0,1.0,0.0,mid,,,,,False,False,,,pillbox_05s.jpg,../../stimuli/images/pillbox_05s.jpg,0.794872,0.6,windshield_wiper_08s.jpg,../../stimuli/images/windshield_wiper_08s.jpg,0.794872,0.6,left,pillbox_05s.jpg,../../stimuli/images/pillbox_05s.jpg,0.6,0.6,j,False,,,1.28,,,,,,,,,,,,,,,,,,,,,,
graded_value_6-3-26,56ad40ce5ea7aa000cbe1947,True,,585.0,k,,,8.0,1.0,0.0,low,,,,,False,False,,,sailboat_10s.jpg,../../stimuli/images/sailboat_10s.jpg,0.473684,0.0,squid_05s.jpg,../../stimuli/images/squid_05s.jpg,0.536585,0.0,right,squid_05s.jpg,../../stimuli/images/squid_05s.jpg,0.0,0.0,k,False,,,1.28,,,,,,,,,,,,,,,,,,,,,,
graded_value_6-3-26,56ad40ce5ea7aa000cbe1947,True,,868.0,j,,,9.0,1.0,0.0,high,,,,,False,False,,,peacock_12s.jpg,../../stimuli/images/peacock_12s.jpg,0.925,0.0,skateboard_01b.jpg,../../stimuli/images/skateboard_01b.jpg,0.930233,0.0,left,peacock_12s.jpg,../../stimuli/images/peacock_12s.jpg,0.0,0.0,j,False,,,1.28,,,,,,,,,,,,,,,,,,,,,,
graded_value_6-3-26,56ad40ce5ea7aa000cbe1947,True,,632.0,k,,,10.0,1.0,1.0,mid,2.0,8.0,right,0.4,False,True,True,1.0,envelope_01b.jpg,../../stimuli/images/envelope_01b.jpg,0.794872,0.2,roadsweeper_10s.jpg,../../stimuli/images/roadsweeper_10s.jpg,0.795455,0.4,right,roadsweeper_10s.jpg,../../stimuli/images/roadsweeper_10s.jpg,0.4,0.4,k,False,0.0,0.0,1.28,,,,,,,,,,,,,,,,,,,,,,
